"table_name","column_name","attribute","type","original_id","original_row"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",69,"{""id"":69,""geom"":{""type"":""Point"",""coordinates"":[721533.1239512329,7703519.396233131]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":5,""inscricao"":""01.01.0002.0199.005"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao",".001","text",142,"{""id"":142,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721551.8244580883,7703826.5860826755],[721561.6303514526,7703817.101694011],[721570.4717307156,7703828.15341809],[721559.7679766623,7703836.716421332],[721551.8244580883,7703826.5860826755]]]]},""inscricao"":"".001""}"
"CAD_Edificacao","inscricao","01.01.0004.0103.001","text",74,"{""id"":74,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721552.4950968021,7703616.5129020065],[721553.5399870786,7703612.4940932505],[721558.5751674757,7703613.803240154],[721560.7710421714,7703605.357568249],[721570.292562279,7703607.8331634775],[721566.6004078392,7703622.033757474],[721561.6706289462,7703620.752014962],[721562.0591840603,7703619.257572215],[721552.4950968021,7703616.5129020065]]]]},""inscricao"":""01.01.0004.0103.001""}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",78,"{""id"":78,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721329.4142635848,7703433.620054215],[721336.1757921381,7703443.092923736],[721347.1508898343,7703458.115088709],[721386.2496753768,7703515.322785451],[721395.3118591523,7703529.382153003]]]},""tipo"":null,""nome_logradouro"":""Rua Vila Gianetti"",""codigo"":1,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.0160.003","text",124,"{""id"":124,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721454.6245448167,7703503.699916704],[721461.798118446,7703480.55157827],[721504.776165457,7703493.870295964],[721497.5425372226,7703517.212424047],[721454.6245448167,7703503.699916704]]]]},""inscricao"":""01.01.0002.0160.003""}"
"CAD_Edificacao","inscricao","01.01.0002.0381.001","text",93,"{""id"":93,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721659.8575727179,7703615.5483879],[721671.5924942854,7703584.201679603],[721698.7188137753,7703594.356660745],[721686.7176815851,7703626.4144796105],[721659.8575727179,7703615.5483879]]]]},""inscricao"":""01.01.0002.0381.001""}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",31,"{""id"":31,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721632.5257425898,7703757.190959798],[721621.7341153212,7703755.128670112],[721612.4052822794,7703750.738631034],[721598.214785077,7703744.649564262],[721567.8189478886,7703723.026509351],[721545.5943750535,7703712.60016654],[721510.7484398683,7703696.411897439],[721498.9262557894,7703693.307510972]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","nome_logradouro","Rua Vila Gianetti","text",78,"{""id"":78,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721329.4142635848,7703433.620054215],[721336.1757921381,7703443.092923736],[721347.1508898343,7703458.115088709],[721386.2496753768,7703515.322785451],[721395.3118591523,7703529.382153003]]]},""tipo"":null,""nome_logradouro"":""Rua Vila Gianetti"",""codigo"":1,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",101,"{""id"":101,""geom"":{""type"":""Point"",""coordinates"":[721138.4344653817,7703510.469185083]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":8,""inscricao"":""01.01.0005.0058.008"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0003.0336.001","text",38,"{""id"":38,""geom"":{""type"":""Point"",""coordinates"":[721305.5791947119,7703434.304370927]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":336,""unidade"":1,""inscricao"":""01.01.0003.0336.001"",""inscricao_anterior"":null,""proprietario_"":""Casa de Música UFV"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":""Vila Gianetti"",""numero_correspondencia"":2,""\ncomplemento_correspondencia"":""Casa 2"",""bairro_correspondencia"":""Campus UFV"",""cep_correspondencia"":36570900,""ocupacao"":5,""utilizacao"":5,""patrimonio"":2,""imune_isento_iptu"":2,""imune_isento_tsu"":2,""foto"":""https://www.casademusica.ufv.br/wp-content/uploads/nivoslider4wp_files/2_s.jpeg"",""status"":5}"
"CAD_Edificacao","inscricao","01.01.0004.0022.001","text",89,"{""id"":89,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721647.720770275,7703632.06569189],[721642.4963188922,7703647.337165163],[721628.4755347822,7703642.540581125],[721630.9099412668,7703635.424623709],[721636.1058399223,7703637.202167986],[721638.7737758205,7703629.40358613],[721647.720770275,7703632.06569189]]]]},""inscricao"":""01.01.0004.0022.001""}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",86,"{""id"":86,""geom"":{""type"":""Point"",""coordinates"":[721599.4120313881,7703632.788737005]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":62,""unidade"":1,""inscricao"":""01.01.0004.0062.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",13,"{""id"":13,""geom"":{""type"":""Point"",""coordinates"":[721371.9836825582,7703583.54934544]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":312,""unidade"":1,""inscricao"":""01.01.0004.0312.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0002.0199.004","text",67,"{""id"":67,""geom"":{""type"":""Point"",""coordinates"":[721501.0245657137,7703524.714474519]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":4,""inscricao"":""01.01.0002.0199.004"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",1,"{""id"":1,""geom"":{""type"":""Point"",""coordinates"":[721220.4851024041,7703633.745654476]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":496,""unidade"":1,""inscricao"":""01.01.0004.0496.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",64,"{""id"":64,""geom"":{""type"":""Point"",""coordinates"":[721499.1251937895,7703554.3446765365]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":1,""inscricao"":""01.01.0002.0199.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0002.0338.001","text",96,"{""id"":96,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721640.7682311273,7703587.778419397],[721642.5164129362,7703581.6698300885],[721645.4991347309,7703582.52343797],[721643.7239744304,7703588.726296953],[721640.7682311273,7703587.778419397]]]]},""inscricao"":""01.01.0002.0338.001""}"
"CAD_Edificacao","inscricao","01.01.0002.0199.005","text",118,"{""id"":118,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721533.7440992246,7703529.113444382],[721532.5693406374,7703532.062659498],[721534.311599159,7703532.756651994],[721535.5237698777,7703529.714649098],[721533.7440992246,7703529.113444382]]]]},""inscricao"":""01.01.0002.0199.005""}"
"CAD_Geocodificacao","inscricao","01.01.0002.0338.001","text",90,"{""id"":90,""geom"":{""type"":""Point"",""coordinates"":[721652.0246336889,7703595.5610472895]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":338,""unidade"":1,""inscricao"":""01.01.0002.0338.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",3,"{""id"":3,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721411.5266972603,7703215.153863459],[721380.0418857442,7703241.837069733],[721366.803174148,7703252.469195626],[721360.1495211697,7703256.310479819],[721344.3042238707,7703261.455056865],[721335.661334435,7703263.032727159],[721324.3432649358,7703263.169915879],[721311.5847138639,7703260.357547094],[721298.8947571525,7703255.418753131],[721289.1543579472,7703250.548553528],[721277.9734771692,7703245.335382123],[721269.399182094,7703242.591607699],[721260.0017546916,7703241.288314847],[721246.1456938501,7703241.356909208],[721232.221038648,7703244.443655435],[721225.9103574727,7703247.393212941],[721217.6104398401,7703255.075781328]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",92,"{""id"":92,""geom"":{""type"":""Point"",""coordinates"":[721689.062386211,7703582.2654438205]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":381,""unidade"":2,""inscricao"":""01.01.0002.0381.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",92,"{""id"":92,""geom"":{""type"":""Point"",""coordinates"":[721689.062386211,7703582.2654438205]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":381,""unidade"":2,""inscricao"":""01.01.0002.0381.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",60,"{""id"":60,""geom"":{""type"":""Point"",""coordinates"":[721448.6019006055,7703581.885569437]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":222,""unidade"":1,""inscricao"":""01.01.0004.0222.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0352.002","text",57,"{""id"":57,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721344.6883788522,7703601.464692445],[721346.8153399222,7703607.606835127],[721333.7186123298,7703612.142097685],[721332.3159415834,7703608.0915280795],[721340.1834283264,7703605.367098042],[721339.4991905964,7703603.391187046],[721344.6883788522,7703601.464692445]]]]},""inscricao"":""01.01.0004.0352.002""}"
"CAD_Geocodificacao","inscricao","01.01.0005.0058.006","text",99,"{""id"":99,""geom"":{""type"":""Point"",""coordinates"":[721157.4281846238,7703495.274209689]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":6,""inscricao"":""01.01.0005.0058.006"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0022.001","text",91,"{""id"":91,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721640.131721591,7703655.969210956],[721640.5641672631,7703654.542701856],[721644.0837483509,7703644.98616204],[721647.8543070847,7703646.374822316],[721644.34497092,7703657.10287044],[721640.131721591,7703655.969210956]]]]},""inscricao"":""01.01.0004.0022.001""}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",60,"{""id"":60,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721513.4236199321,7703703.134144778],[721498.9262557894,7703693.307510972]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",29,"{""id"":29,""geom"":{""type"":""Point"",""coordinates"":[721356.7672680696,7703544.183036742]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":168,""unidade"":2,""inscricao"":""01.01.0003.0168.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",10,"{""id"":10,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721205.4692380138,7703247.941967828],[721200.1531750662,7703253.703894117]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","inscricao","01.01.0002.0199.003","text",66,"{""id"":66,""geom"":{""type"":""Point"",""coordinates"":[721522.6774056498,7703539.719512721]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":3,""inscricao"":""01.01.0002.0199.003"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":"""",""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0004.0282.001","text",93,"{""id"":93,""geom"":{""type"":""Point"",""coordinates"":[721418.9716985882,7703640.196287508]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":282,""unidade"":1,""inscricao"":""01.01.0004.0282.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
